Model settings:
Alpha = 1, Features encoder depth = 33, Cognition encoder depth = 6, Latent space dimension = 6, Data normalized = True
Features encoder dimensions = [14753, 13006, 12264, 11775, 10875, 9729, 9303, 8852, 8000, 8000, 7642, 7175, 6949, 6810, 6311, 6000, 5823, 5583, 5245, 4990, 3629, 3000, 2732, 1950, 1655, 1500, 1414, 1032, 827, 665, 301, 135, 50]
Cognition encoder dimensions = [12, 11, 10, 9, 8, 7]
Learning curve mode = False
********************
  epoch    train_loss       valid_loss     dur
    692        0.8152        1.5889  2.2425
    693        0.8250        1.2687  2.2442
    694        0.8282        1.3398  2.2401
    695        0.8251        0.8307  2.2420
    696        0.8278        1.4736  2.2438
    697        0.8318        0.9942  2.2432
    698        0.8208        1.4786  2.2439
    699        0.8231        1.4394  2.2407
    700        0.8239        1.0853  2.2385
    701        0.8165        1.0501  2.2432
    702        0.8182        0.8310  2.2416
    703        0.8242        1.1090  2.2442
    704        0.8109        0.9396  2.2457
    705        0.8449        0.9558  2.2438
    706        0.8355        1.4806  2.2396
    707        0.8255        1.3300  2.2406
    708        0.8132        0.8907  2.2350
    709        0.8214        1.2423  2.2443
    710        0.8208        1.3218  2.2511
    711        0.8275        0.8781  2.2411
    712        0.8209        0.8841  2.2441
    713        0.8205        0.9361  2.2448
    714        0.8232        1.0676  2.2419
    715        0.8269        1.2329  2.2430
    716        0.8151        1.0736  2.2413
    717        0.8287        1.2682  2.2411
    718        0.8267        1.2745  2.2410
    719        0.8220        0.9199  2.2475
    720        0.8278        0.9292  2.2438
    721        0.8171        2.1550  2.2393
    722        0.8186        2.0821  2.2415
    723        0.8172        0.7245  2.2403
    724        0.8122        0.9155  2.2407
    725        0.8172        0.7657  2.2436
    726        0.8176        0.6965  2.2422
    727        0.8150        0.7443  2.2452
    728        0.8230        0.7486  2.2429
    729        0.8205        0.7160  2.2460
    730        0.8137        0.6997  2.2449
    731        0.8270        0.6939  2.2429
    732        [36m0.8065[0m        0.7158  2.2422
    733        0.8140        0.7055  2.2467
    734        0.8218        0.6962  2.2443
    735        0.8101        0.6971  2.2408
    736        0.8222        0.6969  2.2429
    737        0.8173        0.7478  2.2449
    738        0.8246        0.6982  2.2577
    739        0.8251        0.7145  2.2465
    740        0.8092        0.6948  2.2452
    741        0.8235        0.7307  2.2419
    742        0.8229        0.7164  2.2454
    743        0.8231        0.7452  2.2433
    744        0.8163        0.6951  2.2421
    745        0.8235        0.6941  2.2412
    746        0.8196        0.7136  2.2414
    747        0.8213        0.7201  2.2477
    748        0.8179        0.7046  2.2453
    749        0.8193        0.7042  2.2441
    750        0.8100        0.7262  2.2411
    751        0.8227        0.7734  2.2390
    752        0.8261        0.7547  2.2486
    753        0.8257        0.7267  2.2430
    754        0.8125        0.7144  2.2453
    755        0.8195        0.7637  2.2428
    756        0.8172        0.7120  2.2468
    757        0.8121        0.7075  2.2468
    758        0.8171        0.7251  2.2431
    759        0.8147        0.7682  2.2406
    760        0.8294        0.7157  2.2473
    761        0.8211        0.7030  2.2436
    762        0.8113        0.7023  2.2432
    763        0.8117        0.7357  2.2398
    764        0.8146        0.7625  2.2399
    765        0.8329        0.7376  2.2463
    766        0.8136        1.0095  2.2516
    767        0.8228        1.0082  2.2468
    768        0.8131        0.7464  2.2403
    769        0.8313        0.7204  2.2460
    770        0.8149        0.8261  2.2484
    771        0.8259        0.7276  2.2444
    772        0.8251        0.7220  2.2409
    773        0.8244        0.8511  2.2354
    774        0.8280        0.7947  2.2495
    775        0.8092        0.6981  2.2452
    776        0.8180        [32m0.6861[0m  2.2406
    777        0.8116        0.7648  2.2437
    778        0.8154        0.7268  2.2474
    779        0.8098        0.7164  2.2452
    780        0.8156        0.7631  2.2492
    781        0.8185        0.7264  2.2425
    782        0.8134        0.8703  2.2449
    783        0.8124        0.7476  2.2458
    784        0.8186        0.7206  2.2462
    785        0.8225        0.7049  2.2499
    786        0.8154        0.7062  2.2438
    787        0.8219        0.7460  2.2421
    788        0.8143        0.9945  2.2408
    789        0.8222        0.8006  2.2459
    790        0.8127        0.7554  2.2428
    791        0.8140        0.8973  2.2437
    792        0.8140        0.7788  2.2426
    793        0.8172        0.7696  2.2420
    794        0.8111        0.7240  2.2451
    795        0.8095        0.7233  2.2425
    796        0.8184        0.7784  2.2426
    797        0.8113        0.7628  2.2437
    798        0.8213        0.7276  2.2461
    799        0.8134        0.7532  2.2456
    800        0.8085        0.7717  2.2528
    801        0.8223        0.7928  2.2411
    802        0.8143        0.7266  2.2409
    803        0.8248        0.7813  2.2464
    804        0.8176        0.8230  2.2447
    805        0.8248        0.8177  2.2412
    806        0.8134        0.7442  2.2412
    807        0.8204        0.7279  2.2429
    808        0.8313        0.7183  2.2464
    809        0.8180        0.7197  2.2429
    810        0.8198        0.7183  2.2393
    811        0.8206        0.7249  2.2469
    812        0.8143        0.7296  2.2434
    813        0.8174        0.7356  2.2430
    814        0.8315        0.7313  2.2429
    815        0.8089        0.7417  2.2391
    816        [36m0.8024[0m        0.7742  2.2464
    817        0.8111        0.7690  2.2454
    818        0.8082        0.7874  2.2448
    819        0.8237        0.7807  2.2402
    820        0.8042        0.7590  2.2469
    821        0.8132        0.7763  2.2461
    822        0.8171        0.7736  2.2455
    823        0.8183        0.7813  2.2451
    824        0.8115        0.7671  2.2470
    825        0.8230        0.7941  2.2436
    826        0.8133        0.7720  2.2420
    827        0.8042        0.7754  2.2446
    828        0.8187        0.7672  2.2476
    829        0.8139        0.7533  2.2421
    830        0.8154        0.7418  2.2455
    831        0.8129        0.7495  2.2409
    832        0.8058        0.7433  2.2500
    833        0.8199        0.7682  2.2563
    834        0.8204        0.7499  2.2439
    835        0.8070        0.7353  2.2412
    836        0.8094        0.7318  2.2426
    837        0.8107        0.7497  2.2418
    838        0.8132        0.7552  2.2461
    839        0.8155        0.7640  2.2436
    840        0.8204        0.7619  2.2371
    841        0.8155        0.7313  2.2428
    842        0.8077        0.7572  2.2461
    843        0.8058        0.7581  2.2434
    844        0.8135        0.7525  2.2411
    845        0.8116        0.7418  2.2438
    846        0.8121        0.7279  2.2428
    847        0.8179        0.7266  2.2452
    848        0.8148        0.7282  2.2454
    849        0.8108        0.7306  2.2414
    850        0.8082        0.7444  2.2455
    851        0.8081        0.7769  2.2439
    852        0.8209        0.7654  2.2411
    853        0.8163        0.7683  2.2413
    854        0.8105        0.7615  2.2443
    855        0.8045        0.7561  2.2521
    856        0.8035        0.7676  2.2417
    857        0.8186        0.8226  2.2436
    858        0.8162        0.7916  2.2455
    859        0.8156        0.7863  2.2485
    860        [36m0.8007[0m        0.7802  2.2455
    861        0.8203        0.7742  2.2482
    862        0.8167        0.7564  2.2439
    863        0.8114        0.7481  2.2466
    864        0.8031        0.7297  2.2415
    865        0.8166        0.7532  2.2436
    866        0.8391        0.7885  2.2430
    867        0.8125        0.7921  2.2434
    868        0.8195        0.7768  2.2421
    869        0.8148        0.8434  2.2409
    870        0.8165        0.8422  2.2470
    871        0.8218        0.7883  2.2426
    872        0.8119        0.7858  2.2433
    873        0.8134        0.8032  2.2449
    874        0.8077        0.8131  2.2455
    875        0.8256        0.8353  2.2458
    876        0.8081        0.7885  2.2448
    877        [36m0.7996[0m        0.8021  2.2412
    878        0.8216        0.7779  2.2401
    879        0.8115        0.7812  2.2432
    880        0.8159        0.7962  2.2446
    881        0.8143        0.8234  2.2429
    882        0.8191        0.8239  2.2432
    883        0.8112        0.8511  2.2427
    884        0.8207        0.8323  2.2486
    885        0.8187        0.8188  2.2458
    886        0.8152        0.8094  2.2462
    887        0.8167        0.8766  2.2428
    888        0.8021        0.8654  2.2442
    889        0.8179        0.7980  2.2447
    890        0.8145        0.7763  2.2393
    891        0.8119        0.7710  2.2457
    892        0.8144        0.7770  2.2490
    893        0.8066        0.7831  2.2557
    894        0.8093        0.8132  2.2393
    895        0.8128        0.8120  2.2423
    896        0.8055        0.8256  2.2435
    897        0.8150        0.8232  2.2449
    898        0.8127        0.8590  2.2443
    899        0.8186        0.8541  2.2495
    900        0.8123        0.8869  2.2431
    901        0.8234        0.8283  2.2437
    902        0.8105        0.9014  2.2410
    903        0.8163        0.8533  2.2438
    904        0.8070        0.7980  2.2434
    905        0.8092        0.8440  2.2428
    906        0.8174        0.8031  2.2412
    907        0.8186        0.7649  2.2419
    908        0.8133        0.7652  2.2465
    909        0.8158        0.7580  2.2440
    910        0.8199        0.7336  2.2439
    911        0.8237        0.7674  2.2447
    912        0.8182        0.8134  2.2478
    913        0.8139        0.8009  2.2454
    914        0.8117        0.7830  2.2440
    915        0.8165        0.7944  2.2459
    916        0.8046        0.8283  2.2452
    917        0.8073        0.8570  2.2425
    918        0.8174        0.7994  2.2439
    919        0.8174        0.7806  2.2462
    920        0.8184        0.8237  2.2470
    921        0.8190        0.8488  2.2514
    922        0.8071        0.8714  2.2416
    923        0.8052        0.8469  2.2445
    924        0.8236        0.8344  2.2480
    925        [36m0.7988[0m        0.8514  2.2450
    926        0.8185        0.8670  2.2428
    927        0.8206        0.8083  2.2385
    928        0.8179        0.7791  2.2467
    929        0.8132        0.7853  2.2411
    930        0.8141        0.8037  2.2420
    931        0.8093        0.8275  2.2391
    932        0.8133        0.8152  2.2387
    933        0.8129        0.7688  2.2443
    934        0.8150        0.7750  2.2426
    935        0.8218        0.7971  2.2437
    936        0.8119        0.8179  2.2429
    937        0.8117        0.8442  2.2402
    938        0.8134        0.8017  2.2430
    939        0.8133        0.8661  2.2430
    940        0.8132        0.8403  2.2462
    941        0.8158        0.8167  2.2408
    942        0.8134        0.8289  2.2430
    943        0.8339        0.8569  2.2473
    944        0.8079        0.8212  2.2409
    945        0.8073        0.8554  2.2393
    946        0.8051        0.8505  2.2401
    947        0.8063        0.8815  2.2476
    948        0.8134        0.8242  2.2459
    949        [36m0.7984[0m        0.8045  2.2516
    950        0.8104        0.8080  2.2437
    951        0.8151        0.8585  2.2446
    952        0.8184        0.8394  2.2476
    953        0.8144        0.8022  2.2444
    954        0.8039        0.8120  2.2385
    955        0.8127        0.7901  2.2431
    956        0.8119        0.7926  2.2458
    957        0.8085        0.7586  2.2448
    958        0.8119        0.7849  2.2444
    959        0.8050        0.7876  2.2399
    960        0.8167        0.7705  2.2433
    961        0.8135        0.7788  2.2403
    962        0.8237        0.7689  2.2437
    963        0.8077        0.7719  2.2403
    964        0.8154        0.8550  2.2436
    965        0.8073        0.7986  2.2418
    966        0.8164        0.7620  2.2414
    967        0.8092        0.7694  2.2418
    968        0.8190        0.7405  2.2375
    969        0.8077        0.7446  2.2406
    970        0.8122        0.7798  2.2432
    971        0.8262        0.7642  2.2413
    972        0.8076        0.7582  2.2416
    973        0.8032        0.7763  2.2453
    974        0.8195        0.7793  2.2448
    975        0.8201        0.7744  2.2402
Stopping since valid_loss has not improved in the last 200 epochs.
X Train Shape: torch.Size([509, 35376])
Y Train Shape: torch.Size([509, 12])
y_predicted_from_x_train shape: (509, 12)
Scores=[ -61.76481876  -71.03216042  -29.2439735   -26.36282946  -23.35008084
  -16.59263583  -10.57141676  -62.07487938 -104.78245321  -75.57443081
  -42.5582449   -28.40020799]
MAPE train = 14.231293678283691, MAPE test = 9.61738395690918
features space = tensor([[ 0.0494, -0.1706,  0.1610, -0.0380,  0.1478,  0.1717],
        [ 0.0498, -0.1702,  0.1617, -0.0382,  0.1476,  0.1726],
        [ 0.0506, -0.1694,  0.1629, -0.0380,  0.1478,  0.1719],
        ...,
        [ 0.0514, -0.1680,  0.1656, -0.0371,  0.1480,  0.1708],
        [ 0.0469, -0.1742,  0.1546, -0.0387,  0.1474,  0.1731],
        [ 0.0491, -0.1717,  0.1589, -0.0386,  0.1476,  0.1723]]), shape = torch.Size([509, 6])
x_true space = [[-1.0119774e+00 -1.0119774e+00 -4.3265891e-01 ...  2.6932671e+00
   4.3255172e+00  1.2809225e+00]
 [ 4.3853000e-01  4.3853000e-01 -9.4819188e-01 ... -1.2688020e+00
  -2.4649458e-01 -6.8567973e-01]
 [ 1.6814269e+00  1.6814269e+00  1.0150830e+00 ... -7.6235765e-01
  -5.2070040e-01  4.0738022e-01]
 ...
 [ 2.0079403e+00  2.0079403e+00  2.9252581e-03 ... -3.4668025e-01
   3.7761733e-01 -1.0863895e+00]
 [ 3.3140576e-01  3.3140576e-01  6.9372547e-01 ... -1.2994182e+00
  -1.2993524e+00 -1.6670343e+00]
 [-4.0667766e-01 -4.0667766e-01 -9.0947950e-01 ...  8.5906941e-01
  -6.5503484e-01  1.1533015e+00]], shape = (509, 35376)
cognition space = tensor([[ 0.0457, -0.1759,  0.1517, -0.0395,  0.1470,  0.1738],
        [ 0.0525, -0.1688,  0.1627, -0.0361,  0.1471,  0.1719],
        [ 0.0484, -0.1732,  0.1542, -0.0386,  0.1471,  0.1739],
        ...,
        [ 0.0475, -0.1740,  0.1535, -0.0388,  0.1470,  0.1740],
        [ 0.0584, -0.1585,  0.1842, -0.0330,  0.1482,  0.1658],
        [ 0.0579, -0.1594,  0.1824, -0.0332,  0.1481,  0.1663]]), shape = torch.Size([509, 6])
decoder space = tensor([[ 0.1109, -0.0426,  0.4055,  ..., -0.1431, -0.0736, -0.3502],
        [-0.1438,  0.3820, -0.2661,  ...,  0.4637,  0.2724,  0.4858],
        [ 0.0167,  0.1837,  0.1823,  ...,  0.1374,  0.1070, -0.0310],
        ...,
        [ 0.0458,  0.1216,  0.2539,  ...,  0.0569,  0.0571, -0.1287],
        [-0.3123,  0.4492, -0.5830,  ...,  0.5599,  0.3109,  0.7874],
        [-0.3062,  0.4464, -0.5747,  ...,  0.5572,  0.3083,  0.7807]]), shape = torch.Size([509, 12])
y_true space = [[-1.5695118   0.17364094  0.1218531  ...  0.0042275  -0.75251114
  -1.8980594 ]
 [-1.2962965   0.321298   -0.04255307 ...  1.3660243   1.0007421
   0.6507395 ]
 [ 0.8894258   0.1075068   0.63419974 ...  0.75406665  1.8129833
  -0.16195083]
 ...
 [ 0.06977993  0.5778478  -0.2078873  ... -0.57028055 -0.05727717
   0.25469443]
 [-1.5695118   1.2324679  -1.0551006  ...  0.86045706  0.42808694
  -0.54151547]
 [-0.7498659   0.99218374 -0.12099329 ...  1.0179147   1.5300612
   0.91957635]], shape = (509, 12)
features space = tensor([[ 0.0507, -0.1688,  0.1641, -0.0374,  0.1479,  0.1711],
        [ 0.0465, -0.1745,  0.1544, -0.0391,  0.1473,  0.1735],
        [ 0.0471, -0.1742,  0.1551, -0.0392,  0.1473,  0.1726],
        [ 0.0511, -0.1683,  0.1651, -0.0372,  0.1479,  0.1710],
        [ 0.0540, -0.1645,  0.1719, -0.0362,  0.1483,  0.1692],
        [ 0.0402, -0.1842,  0.1385, -0.0418,  0.1465,  0.1712],
        [ 0.0463, -0.1752,  0.1527, -0.0388,  0.1471,  0.1736],
        [ 0.0477, -0.1729,  0.1569, -0.0385,  0.1475,  0.1727],
        [ 0.0475, -0.1743,  0.1545, -0.0392,  0.1474,  0.1724],
        [ 0.0243, -0.2096,  0.0945, -0.0505,  0.1457,  0.1616],
        [ 0.0474, -0.1727,  0.1579, -0.0385,  0.1470,  0.1739],
        [ 0.0469, -0.1744,  0.1548, -0.0392,  0.1472,  0.1736],
        [ 0.0528, -0.1661,  0.1689, -0.0366,  0.1482,  0.1700],
        [ 0.0502, -0.1691,  0.1616, -0.0367,  0.1471,  0.1712],
        [ 0.0502, -0.1694,  0.1630, -0.0376,  0.1479,  0.1713],
        [ 0.0492, -0.1717,  0.1588, -0.0386,  0.1476,  0.1721],
        [ 0.0512, -0.1681,  0.1653, -0.0373,  0.1480,  0.1707],
        [ 0.0484, -0.1716,  0.1579, -0.0373,  0.1468,  0.1725],
        [ 0.0511, -0.1678,  0.1636, -0.0363,  0.1473,  0.1707],
        [ 0.0505, -0.1695,  0.1627, -0.0380,  0.1478,  0.1719],
        [ 0.0464, -0.1747,  0.1539, -0.0391,  0.1474,  0.1729],
        [ 0.0493, -0.1715,  0.1592, -0.0385,  0.1476,  0.1721],
        [ 0.0471, -0.1738,  0.1555, -0.0388,  0.1475,  0.1727],
        [ 0.0485, -0.1718,  0.1590, -0.0383,  0.1477,  0.1721],
        [ 0.0509, -0.1689,  0.1639, -0.0379,  0.1478,  0.1719],
        [ 0.0471, -0.1738,  0.1544, -0.0381,  0.1469,  0.1736],
        [ 0.0490, -0.1718,  0.1588, -0.0386,  0.1476,  0.1724],
        [ 0.0496, -0.1702,  0.1616, -0.0379,  0.1478,  0.1715],
        [ 0.0485, -0.1729,  0.1568, -0.0388,  0.1475,  0.1722],
        [ 0.0506, -0.1691,  0.1635, -0.0379,  0.1477,  0.1723],
        [ 0.0481, -0.1724,  0.1577, -0.0383,  0.1475,  0.1727],
        [ 0.0512, -0.1676,  0.1639, -0.0363,  0.1473,  0.1705],
        [ 0.0508, -0.1689,  0.1639, -0.0379,  0.1478,  0.1721],
        [ 0.0468, -0.1742,  0.1547, -0.0389,  0.1474,  0.1728],
        [ 0.0447, -0.1773,  0.1498, -0.0399,  0.1472,  0.1726],
        [ 0.0438, -0.1786,  0.1474, -0.0402,  0.1470,  0.1726],
        [ 0.0491, -0.1710,  0.1605, -0.0383,  0.1475,  0.1728],
        [ 0.0513, -0.1681,  0.1652, -0.0372,  0.1480,  0.1709],
        [ 0.0470, -0.1737,  0.1561, -0.0386,  0.1466,  0.1728],
        [ 0.0518, -0.1674,  0.1667, -0.0371,  0.1481,  0.1704],
        [ 0.0497, -0.1701,  0.1618, -0.0378,  0.1478,  0.1715],
        [ 0.0473, -0.1734,  0.1562, -0.0385,  0.1473,  0.1731],
        [ 0.0465, -0.1746,  0.1541, -0.0391,  0.1472,  0.1742],
        [ 0.0508, -0.1689,  0.1638, -0.0379,  0.1478,  0.1720],
        [ 0.0499, -0.1700,  0.1620, -0.0381,  0.1476,  0.1726],
        [ 0.0502, -0.1700,  0.1619, -0.0381,  0.1477,  0.1720],
        [ 0.0507, -0.1691,  0.1634, -0.0379,  0.1478,  0.1719],
        [ 0.0508, -0.1690,  0.1636, -0.0379,  0.1478,  0.1719],
        [ 0.0519, -0.1672,  0.1669, -0.0369,  0.1480,  0.1705],
        [ 0.0498, -0.1702,  0.1617, -0.0382,  0.1476,  0.1725],
        [ 0.0507, -0.1690,  0.1637, -0.0379,  0.1478,  0.1722],
        [ 0.0480, -0.1722,  0.1570, -0.0375,  0.1468,  0.1728],
        [ 0.0519, -0.1668,  0.1652, -0.0361,  0.1474,  0.1702],
        [ 0.0492, -0.1718,  0.1586, -0.0386,  0.1476,  0.1719],
        [ 0.0540, -0.1644,  0.1720, -0.0362,  0.1483,  0.1692],
        [ 0.0496, -0.1712,  0.1597, -0.0385,  0.1477,  0.1719]]), shape = torch.Size([56, 6])
x_true space = [[ 0.9305474   0.9305474   0.6771062  ... -1.5861447  -1.2316298
  -0.1720271 ]
 [-0.8534597  -0.8534597  -0.6771052  ...  0.66606426  0.2205779
   1.1492537 ]
 [ 0.265165    0.265165    1.1619219  ... -1.4797254  -0.5980372
  -0.12000566]
 ...
 [ 0.25996718  0.25996718  0.41425186 ... -0.8027044  -0.09458422
  -0.10542525]
 [ 0.04126573  0.04126573 -0.84951365 ...  1.758657   -0.13629517
  -0.8774407 ]
 [ 0.27911186  0.27911186 -0.5096616  ...  0.47089797  0.37610215
  -1.7072638 ]], shape = (56, 35376)
cognition space = tensor([[ 0.0505, -0.1709,  0.1585, -0.0373,  0.1471,  0.1729],
        [ 0.0568, -0.1614,  0.1783, -0.0338,  0.1479,  0.1675],
        [ 0.0483, -0.1732,  0.1542, -0.0386,  0.1471,  0.1739],
        [ 0.0613, -0.1536,  0.1943, -0.0315,  0.1488,  0.1627],
        [ 0.0439, -0.1779,  0.1490, -0.0404,  0.1471,  0.1731],
        [ 0.0476, -0.1740,  0.1536, -0.0388,  0.1470,  0.1740],
        [ 0.0451, -0.1765,  0.1510, -0.0398,  0.1470,  0.1736],
        [ 0.0312, -0.1956,  0.1214, -0.0477,  0.1477,  0.1665],
        [ 0.0404, -0.1826,  0.1406, -0.0429,  0.1475,  0.1712],
        [ 0.0459, -0.1757,  0.1519, -0.0394,  0.1470,  0.1739],
        [ 0.0461, -0.1755,  0.1522, -0.0393,  0.1469,  0.1739],
        [ 0.0399, -0.1824,  0.1425, -0.0426,  0.1473,  0.1714],
        [ 0.0495, -0.1719,  0.1564, -0.0379,  0.1471,  0.1734],
        [ 0.0583, -0.1587,  0.1840, -0.0330,  0.1482,  0.1658],
        [ 0.0474, -0.1741,  0.1534, -0.0389,  0.1470,  0.1740],
        [ 0.0056, -0.2528,  0.0109, -0.0688,  0.1501,  0.1442],
        [ 0.0484, -0.1731,  0.1543, -0.0385,  0.1471,  0.1739],
        [ 0.0396, -0.1826,  0.1422, -0.0427,  0.1473,  0.1713],
        [ 0.0601, -0.1555,  0.1905, -0.0321,  0.1486,  0.1639],
        [ 0.0541, -0.1662,  0.1681, -0.0352,  0.1473,  0.1704],
        [ 0.0508, -0.1706,  0.1591, -0.0371,  0.1471,  0.1727],
        [ 0.0479, -0.1736,  0.1538, -0.0387,  0.1470,  0.1739],
        [ 0.0443, -0.1775,  0.1498, -0.0402,  0.1470,  0.1732],
        [ 0.0472, -0.1743,  0.1533, -0.0389,  0.1470,  0.1740],
        [ 0.0454, -0.1763,  0.1512, -0.0397,  0.1470,  0.1737],
        [ 0.0415, -0.1807,  0.1442, -0.0420,  0.1473,  0.1719],
        [ 0.0499, -0.1715,  0.1572, -0.0377,  0.1471,  0.1732],
        [ 0.0420, -0.1802,  0.1450, -0.0418,  0.1473,  0.1721],
        [ 0.0560, -0.1628,  0.1753, -0.0342,  0.1477,  0.1683],
        [ 0.0489, -0.1727,  0.1550, -0.0383,  0.1471,  0.1737],
        [ 0.0455, -0.1762,  0.1514, -0.0396,  0.1470,  0.1737],
        [ 0.0566, -0.1618,  0.1774, -0.0339,  0.1479,  0.1677],
        [ 0.0487, -0.1728,  0.1547, -0.0384,  0.1471,  0.1738],
        [ 0.0390, -0.1835,  0.1409, -0.0431,  0.1474,  0.1710],
        [ 0.0506, -0.1708,  0.1586, -0.0373,  0.1471,  0.1728],
        [ 0.0596, -0.1564,  0.1887, -0.0324,  0.1485,  0.1645],
        [ 0.0433, -0.1786,  0.1478, -0.0408,  0.1471,  0.1728],
        [ 0.0365, -0.1861,  0.1381, -0.0440,  0.1474,  0.1701],
        [ 0.0553, -0.1641,  0.1726, -0.0346,  0.1476,  0.1691],
        [ 0.0463, -0.1752,  0.1525, -0.0392,  0.1469,  0.1740],
        [ 0.0611, -0.1539,  0.1938, -0.0316,  0.1488,  0.1629],
        [ 0.0521, -0.1692,  0.1619, -0.0363,  0.1471,  0.1721],
        [ 0.0485, -0.1731,  0.1543, -0.0385,  0.1471,  0.1739],
        [ 0.0593, -0.1568,  0.1878, -0.0325,  0.1484,  0.1647],
        [ 0.0521, -0.1692,  0.1618, -0.0363,  0.1471,  0.1721],
        [ 0.0369, -0.1855,  0.1389, -0.0438,  0.1473,  0.1703],
        [ 0.0495, -0.1720,  0.1563, -0.0380,  0.1471,  0.1734],
        [ 0.0498, -0.1717,  0.1569, -0.0378,  0.1471,  0.1732],
        [ 0.0513, -0.1701,  0.1600, -0.0369,  0.1471,  0.1725],
        [ 0.0469, -0.1746,  0.1530, -0.0390,  0.1470,  0.1740],
        [ 0.0410, -0.1813,  0.1437, -0.0422,  0.1473,  0.1717],
        [ 0.0461, -0.1755,  0.1521, -0.0394,  0.1470,  0.1739],
        [ 0.0420, -0.1805,  0.1444, -0.0418,  0.1473,  0.1720],
        [ 0.0438, -0.1780,  0.1488, -0.0405,  0.1471,  0.1730],
        [ 0.0544, -0.1657,  0.1692, -0.0351,  0.1474,  0.1701],
        [ 0.0510, -0.1704,  0.1594, -0.0370,  0.1471,  0.1727]]), shape = torch.Size([56, 6])
decoder space = tensor([[-7.5742e-02,  3.1766e-01, -7.2570e-02,  3.2879e-01,  2.2792e-02,
          1.0610e-01, -1.1181e-01,  1.7468e-01,  3.0989e-01,  3.4870e-01,
          2.2283e-01,  2.7515e-01],
        [-2.9135e-01,  4.3950e-01, -5.5522e-01,  4.2510e-01, -4.0690e-01,
         -7.9818e-02, -5.3853e-01,  4.8170e-01,  6.5060e-01,  5.5088e-01,
          3.0249e-01,  7.6466e-01],
        [ 1.8941e-02,  1.7987e-01,  1.8844e-01,  2.0442e-01,  2.3626e-01,
          1.5494e-01,  1.0603e-01,  2.8196e-03,  6.7160e-02,  1.3160e-01,
          1.0368e-01, -3.8723e-02],
        [-3.4378e-01,  4.6363e-01, -6.2617e-01,  4.4407e-01, -4.4516e-01,
         -1.2917e-01, -6.0090e-01,  5.4759e-01,  6.9355e-01,  5.7462e-01,
          3.2391e-01,  8.2226e-01],
        [ 1.8082e-01, -2.7605e-01,  5.5863e-01, -2.2456e-01,  4.3470e-01,
          1.5048e-01,  4.3429e-01, -3.2939e-01, -4.3863e-01, -4.0682e-01,
         -2.5226e-01, -6.1035e-01],
        [ 4.2864e-02,  1.2851e-01,  2.4683e-01,  1.5675e-01,  2.7540e-01,
          1.6108e-01,  1.5655e-01, -4.2683e-02,  3.9520e-04,  6.5473e-02,
          6.2491e-02, -1.1876e-01],
        [ 1.3697e-01, -1.1470e-01,  4.6047e-01, -7.1226e-02,  3.9405e-01,
          1.6841e-01,  3.4419e-01, -2.2950e-01, -2.7702e-01, -2.2558e-01,
         -1.2923e-01, -4.3607e-01],
        [ 2.2313e-01, -7.8735e-01,  5.7116e-01, -7.3557e-01,  2.1013e-01,
         -2.1806e-02,  4.4779e-01, -5.0424e-01, -7.6448e-01, -8.5533e-01,
         -5.9660e-01, -8.2713e-01],
        [ 1.9919e-01, -4.7107e-01,  5.9718e-01, -4.2171e-01,  3.8256e-01,
          9.2200e-02,  4.5961e-01, -4.0406e-01, -5.8389e-01, -6.0085e-01,
         -3.8918e-01, -7.2307e-01],
        [ 1.0350e-01, -2.3276e-02,  3.8917e-01,  1.4874e-02,  3.5852e-01,
          1.6833e-01,  2.8008e-01, -1.6252e-01, -1.7812e-01, -1.2043e-01,
         -5.8501e-02, -3.2554e-01],
        [ 9.5668e-02, -3.3006e-03,  3.7079e-01,  3.3549e-02,  3.4797e-01,
          1.6752e-01,  2.6416e-01, -1.4692e-01, -1.5486e-01, -9.6005e-02,
         -4.2524e-02, -2.9868e-01],
        [ 1.9792e-01, -4.5075e-01,  5.9554e-01, -4.0090e-01,  3.9125e-01,
          9.8845e-02,  4.5931e-01, -3.9730e-01, -5.7040e-01, -5.8166e-01,
         -3.7524e-01, -7.1437e-01],
        [-3.8503e-02,  2.7235e-01,  3.2803e-02,  2.8860e-01,  1.1299e-01,
          1.2729e-01, -2.4550e-02,  1.0886e-01,  2.1786e-01,  2.7267e-01,
          1.8429e-01,  1.5409e-01],
        [-3.1146e-01,  4.4881e-01, -5.8185e-01,  4.3237e-01, -4.2119e-01,
         -9.8581e-02, -5.6226e-01,  5.0688e-01,  6.6681e-01,  5.5955e-01,
          3.1050e-01,  7.8646e-01],
        [ 4.8997e-02,  1.1428e-01,  2.6127e-01,  1.4346e-01,  2.8437e-01,
          1.6222e-01,  1.6916e-01, -5.4448e-02, -1.7041e-02,  4.7905e-02,
          5.1309e-02, -1.3922e-01],
        [ 2.1733e-01, -1.2504e+00, -2.1919e-01, -1.1760e+00, -7.1838e-01,
         -3.1253e-01,  4.4771e-02, -4.4951e-01, -6.2003e-01, -7.5299e-01,
         -7.4931e-01, -4.1163e-01],
        [ 1.5351e-02,  1.8590e-01,  1.7871e-01,  2.0992e-01,  2.2868e-01,
          1.5328e-01,  9.7888e-02,  9.5239e-03,  7.6723e-02,  1.4071e-01,
          1.0897e-01, -2.6559e-02],
        [ 1.9826e-01, -4.5621e-01,  5.9598e-01, -4.0649e-01,  3.8891e-01,
